Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Mutual Inductance Segment L (H),Mutual Inductance Segment L+C (H),Final Mutual Inductance (H)
0.06,0.34,8,0.06,0.34,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.0770215525549477e-08,5.0770215525549477e-08,1.0154043105109897e-07
0.06,0.34,8,0.06,0.34,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.665140645244944e-08,4.665140645244944e-08,9.330281290489887e-08
0.06,0.34,7,0.06,0.34,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.375182926968009e-08,6.375182926968009e-08,1.2750365853936017e-07
0.06,0.3800000000000001,77,0.06,0.3800000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1657651800795768e-11,2.1657651800795768e-11,4.3315303601591536e-11
0.06,0.3800000000000001,52,0.06,0.3800000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.2480193010249795e-10,1.2480193010249795e-10,2.496038602049959e-10
0.06,0.3800000000000001,40,0.06,0.3800000000000001,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.796300909093012e-10,3.796300909093012e-10,7.592601818186024e-10
0.06,0.3800000000000001,32,0.06,0.3800000000000001,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.451886605392162e-10,9.451886605392162e-10,1.8903773210784325e-09
0.06,0.3800000000000001,27,0.06,0.3800000000000001,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.7806810752191615e-09,1.7806810752191615e-09,3.561362150438323e-09
0.06,0.3800000000000001,23,0.06,0.3800000000000001,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.268183884414701e-09,3.268183884414701e-09,6.5363677688294005e-09
0.06,0.3800000000000001,20,0.06,0.3800000000000001,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.3498204628385145e-09,5.3498204628385145e-09,1.0699640925677029e-08
0.06,0.3800000000000001,18,0.06,0.3800000000000001,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.390952304047672e-09,7.390952304047672e-09,1.4781904608095344e-08
0.06,0.3800000000000001,16,0.06,0.3800000000000001,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.056596836442745e-08,1.056596836442745e-08,2.11319367288549e-08
0.06,0.3800000000000001,14,0.06,0.3800000000000001,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.62207482983529e-08,1.62207482983529e-08,3.24414965967058e-08
0.06,0.3800000000000001,13,0.06,0.3800000000000001,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.9324208500625206e-08,1.9324208500625206e-08,3.864841700125041e-08
0.06,0.3800000000000001,12,0.06,0.3800000000000001,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.4145947793228878e-08,2.4145947793228878e-08,4.8291895586457756e-08
0.06,0.3800000000000001,11,0.06,0.3800000000000001,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.95646378815022e-08,2.95646378815022e-08,5.91292757630044e-08
0.06,0.3800000000000001,10,0.06,0.3800000000000001,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.8253855334093064e-08,3.8253855334093064e-08,7.650771066818613e-08
0.06,0.3800000000000001,10,0.06,0.3800000000000001,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.370566138658632e-08,3.370566138658632e-08,6.741132277317264e-08
0.06,0.3800000000000001,9,0.06,0.3800000000000001,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.452520644476244e-08,4.452520644476244e-08,8.905041288952488e-08
0.06,0.3800000000000001,8,0.06,0.3800000000000001,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.029385607032709e-08,6.029385607032709e-08,1.2058771214065414e-07
0.06,0.3800000000000001,8,0.06,0.3800000000000001,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.5413197692796765e-08,5.5413197692796765e-08,1.108263953855935e-07
0.06,0.3800000000000001,7,0.06,0.3800000000000001,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.746891815649476e-08,7.746891815649476e-08,1.5493783631298952e-07
0.06,0.4200000000000001,77,0.06,0.4200000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1637224570975547e-11,2.1637224570975547e-11,4.3274449141951094e-11
0.06,0.4200000000000001,52,0.06,0.4200000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.2747892067759814e-10,1.2747892067759814e-10,2.5495784135519627e-10
0.06,0.4200000000000001,40,0.06,0.4200000000000001,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.923164416874964e-10,3.923164416874964e-10,7.846328833749928e-10
0.06,0.4200000000000001,32,0.06,0.4200000000000001,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.723010949620124e-10,9.723010949620124e-10,1.9446021899240252e-09
0.06,0.4200000000000001,27,0.06,0.4200000000000001,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8628686597210813e-09,1.8628686597210813e-09,3.725737319442164e-09
0.06,0.4200000000000001,23,0.06,0.4200000000000001,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.4157103004734745e-09,3.4157103004734745e-09,6.831420600946949e-09
0.06,0.4200000000000001,20,0.06,0.4200000000000001,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.584959599540378e-09,5.584959599540378e-09,1.1169919199080757e-08
0.06,0.4200000000000001,18,0.06,0.4200000000000001,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.921855852010602e-09,7.921855852010602e-09,1.5843711704021205e-08
0.06,0.4200000000000001,16,0.06,0.4200000000000001,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1687550655960396e-08,1.1687550655960396e-08,2.3375101311920794e-08
0.06,0.4200000000000001,14,0.06,0.4200000000000001,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.8060871311331563e-08,1.8060871311331563e-08,3.6121742622663126e-08
0.06,0.4200000000000001,13,0.06,0.4200000000000001,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1598623816986676e-08,2.1598623816986676e-08,4.319724763397335e-08
0.06,0.4200000000000001,12,0.06,0.4200000000000001,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.6161907253120966e-08,2.6161907253120966e-08,5.232381450624193e-08
0.06,0.4200000000000001,11,0.06,0.4200000000000001,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.3453051418496045e-08,3.3453051418496045e-08,6.690610283699209e-08
0.06,0.4200000000000001,10,0.06,0.4200000000000001,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.3701520478619285e-08,4.3701520478619285e-08,8.740304095723857e-08
0.06,0.4200000000000001,10,0.06,0.4200000000000001,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.8436354341631735e-08,3.8436354341631735e-08,7.687270868326348e-08
0.06,0.4200000000000001,9,0.06,0.4200000000000001,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.141509576109725e-08,5.141509576109725e-08,1.028301915221945e-07
0.06,0.4200000000000001,8,0.06,0.4200000000000001,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.079927641008855e-08,7.079927641008855e-08,1.415985528201771e-07
0.06,0.4200000000000001,8,0.06,0.4200000000000001,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.502541476329582e-08,6.502541476329582e-08,1.3005082952659164e-07
0.06,0.4200000000000001,7,0.06,0.4200000000000001,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.302147977899586e-08,9.302147977899586e-08,1.8604295955799167e-07
0.06,0.4600000000000001,77,0.06,0.4600000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.1905370814743265e-11,2.1905370814743265e-11,4.381074162948653e-11
0.06,0.4600000000000001,52,0.06,0.4600000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3051680840018057e-10,1.3051680840018057e-10,2.610336168003612e-10
0.06,0.4600000000000001,40,0.06,0.4600000000000001,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.997179034321692e-10,3.997179034321692e-10,7.994358068643388e-10
0.06,0.4600000000000001,32,0.06,0.4600000000000001,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0069583768086289e-09,1.0069583768086289e-09,2.0139167536172577e-09
0.06,0.4600000000000001,27,0.06,0.4600000000000001,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.969775403243924e-09,1.969775403243924e-09,3.939550806487847e-09
0.06,0.4600000000000001,23,0.06,0.4600000000000001,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.613381194761146e-09,3.613381194761146e-09,7.226762389522292e-09
0.06,0.4600000000000001,20,0.06,0.4600000000000001,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.911032064782283e-09,5.911032064782283e-09,1.1822064129564566e-08
0.06,0.4600000000000001,18,0.06,0.4600000000000001,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.393964145226549e-09,8.393964145226549e-09,1.6787928290453098e-08
0.06,0.4600000000000001,16,0.06,0.4600000000000001,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.2411860098206731e-08,1.2411860098206731e-08,2.4823720196413462e-08
0.06,0.4600000000000001,14,0.06,0.4600000000000001,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.9257834606396164e-08,1.9257834606396164e-08,3.851566921279233e-08
0.06,0.4600000000000001,13,0.06,0.4600000000000001,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.3909239129309518e-08,2.3909239129309518e-08,4.7818478258619036e-08
0.06,0.4600000000000001,12,0.06,0.4600000000000001,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.9096057382267047e-08,2.9096057382267047e-08,5.8192114764534095e-08
0.06,0.4600000000000001,11,0.06,0.4600000000000001,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.747532048292974e-08,3.747532048292974e-08,7.495064096585948e-08
0.06,0.4600000000000001,10,0.06,0.4600000000000001,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.941587705335727e-08,4.941587705335727e-08,9.883175410671453e-08
0.06,0.4600000000000001,10,0.06,0.4600000000000001,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.335640307745359e-08,4.335640307745359e-08,8.671280615490719e-08
0.06,0.4600000000000001,9,0.06,0.4600000000000001,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.8703947554466775e-08,5.8703947554466775e-08,1.1740789510893355e-07
0.06,0.4600000000000001,8,0.06,0.4600000000000001,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.644660064469242e-08,8.644660064469242e-08,1.7289320128938484e-07
0.06,0.4600000000000001,8,0.06,0.4600000000000001,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.941199700868665e-08,7.941199700868665e-08,1.588239940173733e-07
0.06,0.4600000000000001,7,0.06,0.4600000000000001,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1656435594435985e-07,1.1656435594435985e-07,2.3312871188871965e-07
0.06,0.5,77,0.06,0.5,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.225691871635636e-11,2.225691871635636e-11,4.451383743271272e-11
0.06,0.5,52,0.06,0.5,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3196144722164575e-10,1.3196144722164575e-10,2.639228944432915e-10
0.06,0.5,40,0.06,0.5,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.104408255907738e-10,4.104408255907738e-10,8.208816511815478e-10
0.06,0.5,32,0.06,0.5,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0309366608624979e-09,1.0309366608624979e-09,2.0618733217249958e-09
0.06,0.5,27,0.06,0.5,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.012533673642677e-09,2.012533673642677e-09,4.025067347285355e-09
0.06,0.5,23,0.06,0.5,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.7853316546077164e-09,3.7853316546077164e-09,7.570663309215431e-09
0.06,0.5,20,0.06,0.5,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.192815951569277e-09,6.192815951569277e-09,1.2385631903138554e-08
0.06,0.5,18,0.06,0.5,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.800989816489949e-09,8.800989816489949e-09,1.7601979632979897e-08
0.06,0.5,16,0.06,0.5,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3476298274151974e-08,1.3476298274151974e-08,2.695259654830395e-08
0.06,0.5,14,0.06,0.5,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.104026223734328e-08,2.104026223734328e-08,4.2080524474686546e-08
0.06,0.5,13,0.06,0.5,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.5271559738203823e-08,2.5271559738203823e-08,5.0543119476407646e-08
0.06,0.5,12,0.06,0.5,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.206314869508983e-08,3.206314869508983e-08,6.412629739017966e-08
0.06,0.5,11,0.06,0.5,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.157882039975658e-08,4.157882039975658e-08,8.315764079951316e-08
0.06,0.5,10,0.06,0.5,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.5309915106930385e-08,5.5309915106930385e-08,1.1061983021386077e-07
0.06,0.5,10,0.06,0.5,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.067201199813028e-08,5.067201199813028e-08,1.0134402399626057e-07
0.06,0.5,9,0.06,0.5,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.956600391811713e-08,6.956600391811713e-08,1.3913200783623426e-07
0.06,0.5,8,0.06,0.5,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.912407904580069e-08,9.912407904580069e-08,1.9824815809160138e-07
0.06,0.5,8,0.06,0.5,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.077791354678569e-08,9.077791354678569e-08,1.8155582709357138e-07
0.06,0.5,7,0.06,0.5,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3585041109201152e-07,1.3585041109201152e-07,2.7170082218402304e-07
0.06,0.54,77,0.06,0.54,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.2361426903086e-11,2.2361426903086e-11,4.4722853806172e-11
0.06,0.54,52,0.06,0.54,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.345700183319019e-10,1.345700183319019e-10,2.691400366638038e-10
0.06,0.54,40,0.06,0.54,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.171654358948885e-10,4.171654358948885e-10,8.34330871789777e-10
0.06,0.54,32,0.06,0.54,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.070003633467046e-09,1.070003633467046e-09,2.140007266934092e-09
0.06,0.54,27,0.06,0.54,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.0873851392710033e-09,2.0873851392710033e-09,4.1747702785420065e-09
0.06,0.54,23,0.06,0.54,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.9298797673203175e-09,3.9298797673203175e-09,7.859759534640637e-09
0.06,0.54,20,0.06,0.54,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.625260420705165e-09,6.625260420705165e-09,1.3250520841410331e-08
0.06,0.54,18,0.06,0.54,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.438669412230386e-09,9.438669412230386e-09,1.8877338824460773e-08
0.06,0.54,16,0.06,0.54,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.4034143980184058e-08,1.4034143980184058e-08,2.8068287960368115e-08
0.06,0.54,14,0.06,0.54,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.2804004509709423e-08,2.2804004509709423e-08,4.5608009019418846e-08
0.06,0.54,13,0.06,0.54,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.7466268561444796e-08,2.7466268561444796e-08,5.493253712288959e-08
0.06,0.54,12,0.06,0.54,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.501544027543899e-08,3.501544027543899e-08,7.003088055087798e-08
0.06,0.54,11,0.06,0.54,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.568416667822417e-08,4.568416667822417e-08,9.136833335644834e-08
0.06,0.54,10,0.06,0.54,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.124577704042032e-08,6.124577704042032e-08,1.2249155408084065e-07
0.06,0.54,10,0.06,0.54,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.59585627304841e-08,5.59585627304841e-08,1.119171254609682e-07
0.06,0.54,9,0.06,0.54,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.755783635633742e-08,7.755783635633742e-08,1.5511567271267483e-07
0.06,0.54,8,0.06,0.54,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1189386906105172e-07,1.1189386906105172e-07,2.2378773812210345e-07
0.06,0.54,8,0.06,0.54,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0199891014174297e-07,1.0199891014174297e-07,2.039978202834859e-07
0.06,0.54,7,0.06,0.54,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.5221188170913596e-07,1.5221188170913596e-07,3.044237634182719e-07
0.06,0.5800000000000001,77,0.06,0.5800000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.221782664500942e-11,2.221782664500942e-11,4.443565329001884e-11
0.06,0.5800000000000001,52,0.06,0.5800000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3597615457850357e-10,1.3597615457850357e-10,2.7195230915700714e-10
0.06,0.5800000000000001,40,0.06,0.5800000000000001,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.2996564681093375e-10,4.2996564681093375e-10,8.599312936218675e-10
0.06,0.5800000000000001,32,0.06,0.5800000000000001,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1019814051276411e-09,1.1019814051276411e-09,2.2039628102552822e-09
0.06,0.5800000000000001,27,0.06,0.5800000000000001,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.147407805582354e-09,2.147407805582354e-09,4.294815611164708e-09
0.06,0.5800000000000001,23,0.06,0.5800000000000001,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.045191410682305e-09,4.045191410682305e-09,8.09038282136461e-09
0.06,0.5800000000000001,20,0.06,0.5800000000000001,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.824242274451843e-09,6.824242274451843e-09,1.3648484548903684e-08
0.06,0.5800000000000001,18,0.06,0.5800000000000001,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0053068512918478e-08,1.0053068512918478e-08,2.010613702583696e-08
0.06,0.5800000000000001,16,0.06,0.5800000000000001,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.499747010427152e-08,1.499747010427152e-08,2.999494020854304e-08
0.06,0.5800000000000001,14,0.06,0.5800000000000001,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.452338123788691e-08,2.452338123788691e-08,4.904676247577382e-08
0.06,0.5800000000000001,13,0.06,0.5800000000000001,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.9600742651504982e-08,2.9600742651504982e-08,5.9201485303009964e-08
0.06,0.5800000000000001,12,0.06,0.5800000000000001,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.7889028135722576e-08,3.7889028135722576e-08,7.577805627144514e-08
0.06,0.5800000000000001,11,0.06,0.5800000000000001,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.968306944038472e-08,4.968306944038472e-08,9.936613888076944e-08
0.06,0.5800000000000001,10,0.06,0.5800000000000001,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.703079847672103e-08,6.703079847672103e-08,1.3406159695344206e-07
0.06,0.5800000000000001,10,0.06,0.5800000000000001,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.102146076891475e-08,6.102146076891475e-08,1.220429215378295e-07
0.06,0.5800000000000001,9,0.06,0.5800000000000001,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,8.036800909423382e-08,8.036800909423382e-08,1.6073601818846767e-07
0.06,0.5800000000000001,8,0.06,0.5800000000000001,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0913181272088905e-07,1.0913181272088905e-07,2.182636254417781e-07
0.06,0.5800000000000001,8,0.06,0.5800000000000001,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.959364257250876e-08,9.959364257250876e-08,1.9918728514501752e-07
0.06,0.5800000000000001,7,0.06,0.5800000000000001,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3997076387893633e-07,1.3997076387893633e-07,2.7994152775787266e-07
0.06,0.6200000000000001,77,0.06,0.6200000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.231202528254273e-11,2.231202528254273e-11,4.462405056508546e-11
0.06,0.6200000000000001,52,0.06,0.6200000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3616694404590692e-10,1.3616694404590692e-10,2.7233388809181384e-10
0.06,0.6200000000000001,40,0.06,0.6200000000000001,40,0.15000000000000002,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.292147498810269e-10,4.292147498810269e-10,8.584294997620538e-10
0.06,0.6200000000000001,32,0.06,0.6200000000000001,32,0.2,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.1266206138470167e-09,1.1266206138470167e-09,2.253241227694033e-09
0.06,0.6200000000000001,27,0.06,0.6200000000000001,27,0.25,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.256285932246757e-09,2.256285932246757e-09,4.512571864493514e-09
0.06,0.6200000000000001,23,0.06,0.6200000000000001,23,0.3,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.259090060684721e-09,4.259090060684721e-09,8.518180121369442e-09
0.06,0.6200000000000001,20,0.06,0.6200000000000001,20,0.35000000000000003,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.201706856693224e-09,7.201706856693224e-09,1.4403413713386449e-08
0.06,0.6200000000000001,18,0.06,0.6200000000000001,18,0.4,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0276120789500316e-08,1.0276120789500316e-08,2.0552241579000632e-08
0.06,0.6200000000000001,16,0.06,0.6200000000000001,16,0.45,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.591342626581958e-08,1.591342626581958e-08,3.182685253163916e-08
0.06,0.6200000000000001,14,0.06,0.6200000000000001,14,0.5,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.6166550278753988e-08,2.6166550278753988e-08,5.2333100557507975e-08
0.06,0.6200000000000001,13,0.06,0.6200000000000001,13,0.55,0.15,3.0,5.55,17.0,31.45,85.0,157.25,3.162628373219069e-08,3.162628373219069e-08,6.325256746438137e-08
0.06,0.6200000000000001,12,0.06,0.6200000000000001,12,0.6000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,4.060436399707154e-08,4.060436399707154e-08,8.120872799414309e-08
0.06,0.6200000000000001,11,0.06,0.6200000000000001,11,0.6500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.2180153489288477e-08,5.2180153489288477e-08,1.0436030697857695e-07
0.06,0.6200000000000001,10,0.06,0.6200000000000001,10,0.7000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,6.708907264316442e-08,6.708907264316442e-08,1.3417814528632884e-07
0.06,0.6200000000000001,10,0.06,0.6200000000000001,10,0.7500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,5.691379157971653e-08,5.691379157971653e-08,1.1382758315943306e-07
0.06,0.6200000000000001,9,0.06,0.6200000000000001,9,0.8,0.15,3.0,5.55,17.0,31.45,85.0,157.25,7.86393678381987e-08,7.86393678381987e-08,1.572787356763974e-07
0.06,0.6200000000000001,8,0.06,0.6200000000000001,8,0.8500000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.0657998353728186e-07,1.0657998353728186e-07,2.1315996707456373e-07
0.06,0.6200000000000001,8,0.06,0.6200000000000001,8,0.9000000000000001,0.15,3.0,5.55,17.0,31.45,85.0,157.25,9.174361125846948e-08,9.174361125846948e-08,1.834872225169389e-07
0.06,0.6200000000000001,7,0.06,0.6200000000000001,7,0.95,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3876612049178537e-07,1.3876612049178537e-07,2.7753224098357074e-07
0.06,0.6600000000000001,77,0.06,0.6600000000000001,77,0.05,0.15,3.0,5.55,17.0,31.45,85.0,157.25,2.2738104300866247e-11,2.2738104300866247e-11,4.5476208601732494e-11
0.06,0.6600000000000001,52,0.06,0.6600000000000001,52,0.1,0.15,3.0,5.55,17.0,31.45,85.0,157.25,1.3853566909828172e-10,1.3853566909828172e-10,2.7707133819656344e-10
